Time (d), O2 MC1 (%), CO2 MC1 (%), pH MC1, DO MC1 (uM), Time (d), O2 MC2 (%), CO2 MC2 (%), pH MC2, DO MC2 (uM)
   20.799870,  20.9400    , 0.110000    ,  6.80000    ,  168.520    ,  20.8013    ,  20.8900    , 0.116000    ,  7.09000    ,  221.600
   20.841550,  20.9300    , 0.100000    ,  6.85000    ,  168.930    ,  20.8430    ,  20.9000    , 0.102000    ,  7.10000    ,  224.590
   20.883310,  20.9400    , 0.900000E-01,  6.87000    ,  169.280    ,  20.8848    ,  20.9100    , 0.100000    ,  7.11000    ,  226.350
   20.925070,  20.9200    , 0.800000E-01,  6.90000    ,  168.400    ,  20.9265    ,  20.9000    , 0.940000E-01,  7.12000    ,  226.110
   20.966830,  20.9200    , 0.730000E-01,  6.91000    ,  166.820    ,  20.9683    ,  20.9000    , 0.800000E-01,  7.13000    ,  225.880
   21.008580,  20.9100    , 0.800000E-01,  6.92000    ,  166.410    ,  21.0100    ,  20.9200    , 0.800000E-01,  7.13000    ,  224.650
   21.050350,  20.9100    , 0.710000E-01,  6.92000    ,  164.530    ,  21.0518    ,  20.9100    , 0.700000E-01,  7.14000    ,  222.890
   21.092130,  20.9000    , 0.770000E-01,  6.92000    ,  162.250    ,  21.0936    ,  20.9200    , 0.680000E-01,  7.15000    ,  222.890
   21.133800,  20.8700    , 0.800000E-01,  6.92000    ,  159.730    ,  21.1352    ,  20.9100    , 0.640000E-01,  7.15000    ,  221.130
   21.175600,  20.8500    , 0.800000E-01,  6.92000    ,  156.740    ,  21.1771    ,  20.9100    , 0.700000E-01,  7.16000    ,  219.320
   21.217300,  20.8300    , 0.900000E-01,  6.93000    ,  154.510    ,  21.2188    ,  20.9100    , 0.700000E-01,  7.17000    ,  216.860
   21.258980,  20.8100    , 0.900000E-01,  6.94000    ,  151.930    ,  21.2604    ,  20.9300    , 0.700000E-01,  7.18000    ,  212.930
   21.300650,  20.7700    , 0.920000E-01,  6.95000    ,  148.890    ,  21.3021    ,  20.9100    , 0.610000E-01,  7.20000    ,  209.060
   21.342420,  20.7400    , 0.100000    ,  6.95000    ,  146.540    ,  21.3439    ,  20.8900    , 0.700000E-01,  7.21000    ,  203.960
   21.384190,  20.7300    , 0.108000    ,  6.96000    ,  144.490    ,  21.3856    ,  20.9100    , 0.700000E-01,  7.24000    ,  198.690
   21.425940,  20.7100    , 0.110000    ,  6.95000    ,  141.860    ,  21.4274    ,  20.9200    , 0.760000E-01,  7.28000    ,  191.840
   21.467700,  20.6700    , 0.110000    ,  6.93000    ,  140.920    ,  21.4692    ,  20.8700    , 0.700000E-01,  7.31000    ,  183.520
   21.509470,  20.6600    , 0.120000    ,  6.92000    ,  139.690    ,  21.5109    ,  20.8700    , 0.800000E-01,  7.36000    ,  176.310
   21.551230,  20.6100    , 0.120000    ,  6.90000    ,  138.630    ,  21.5527    ,  20.8400    , 0.800000E-01,  7.41000    ,  167.750
   21.592970,  20.5900    , 0.120000    ,  6.89000    ,  138.460    ,  21.5944    ,  20.8300    , 0.800000E-01,  7.44000    ,  159.260
   21.634730,  20.5900    , 0.130000    ,  6.87000    ,  135.180    ,  21.6362    ,  20.8300    , 0.960000E-01,  7.48000    ,  152.580
   21.676490,  20.5500    , 0.137000    ,  6.85000    ,  136.410    ,  21.6779    ,  20.7800    , 0.100000    ,  7.50000    ,  148.710
   21.718240,  20.5300    , 0.141000    ,  6.83000    ,  138.050    ,  21.7197    ,  20.7400    , 0.110000    ,  7.52000    ,  140.920
   21.760000,  20.5400    , 0.140000    ,  6.84000    ,  140.210    ,  21.7614    ,  20.7300    , 0.120000    ,  7.45000    ,  138.690
   21.801760,  20.5300    , 0.140000    ,  6.82000    ,  139.920    ,  21.8032    ,  20.6700    , 0.130000    ,  7.51000    ,  131.890
   21.843550,  20.5400    , 0.135000    ,  6.80000    ,  140.270    ,  21.8450    ,  20.6700    , 0.130000    ,  7.58000    ,  128.500
   21.885220,  20.5300    , 0.140000    ,  6.78000    ,  140.390    ,  21.8867    ,  20.6100    , 0.141000    ,  7.63000    ,  126.800
   21.926990,  20.5300    , 0.149000    ,  6.77000    ,  140.510    ,  21.9285    ,  20.5800    , 0.159000    ,  7.65000    ,  121.700
   21.968680,  20.5200    , 0.150000    ,  6.75000    ,  139.450    ,  21.9702    ,  20.5100    , 0.170000    ,  7.68000    ,  118.420
   22.010380,  20.5100    , 0.154000    ,  6.73000    ,  139.100    ,  22.0118    ,  20.4800    , 0.182000    ,  7.69000    ,  114.900
   22.052060,  20.5100    , 0.163000    ,  6.72000    ,  140.040    ,  22.0535    ,  20.4500    , 0.199000    ,  7.70000    ,  113.200
   22.093830,  20.5200    , 0.162000    ,  6.71000    ,  139.160    ,  22.0953    ,  20.4200    , 0.200000    ,  7.65000    ,  114.900
   22.135590,  20.5100    , 0.180000    ,  6.69000    ,  140.740    ,  22.1370    ,  20.4000    , 0.220000    ,  7.55000    ,  118.240
   22.177350,  20.4800    , 0.181000    ,  6.67000    ,  140.680    ,  22.1788    ,  20.3600    , 0.230000    ,  7.46000    ,  113.200
   22.219130,  20.4700    , 0.175000    ,  6.65000    ,  140.270    ,  22.2206    ,  20.3000    , 0.230000    ,  7.40000    ,  104.940
   22.260900,  20.4700    , 0.191000    ,  6.63000    ,  141.620    ,  22.2624    ,  20.2800    , 0.254000    ,  7.36000    ,  96.1500
   22.302670,  20.4700    , 0.192000    ,  6.61000    ,  140.740    ,  22.3041    ,  20.2600    , 0.270000    ,  7.31000    ,  86.0200
   22.344440,  20.4700    , 0.199000    ,  6.58000    ,  139.750    ,  22.3459    ,  20.2200    , 0.279000    ,  7.25000    ,  79.2200
   22.386200,  20.4700    , 0.211000    ,  6.57000    ,  138.340    ,  22.3877    ,  20.1800    , 0.312000    ,  7.20000    ,  72.4800
   22.427970,  20.4900    , 0.201000    ,  6.54000    ,  137.930    ,  22.4294    ,  20.2200    , 0.309000    ,  7.15000    ,  62.0500
   22.469750,  20.4700    , 0.207000    ,  6.53000    ,  136.000    ,  22.4712    ,  20.1300    , 0.337000    ,  7.13000    ,  52.2100
   22.511530,  20.4600    , 0.221000    ,  6.52000    ,  135.530    ,  22.5130    ,  20.1200    , 0.351000    ,  7.09000    ,  43.7700
   22.553210,  20.4800    , 0.226000    ,  6.52000    ,  133.650    ,  22.5547    ,  20.0900    , 0.369000    ,  7.08000    ,  35.3900
   22.594880,  20.4800    , 0.231000    ,  6.49000    ,  131.840    ,  22.5964    ,  20.0700    , 0.381000    ,  7.08000    ,  28.6500
   22.636560,  20.4200    , 0.234000    ,  6.50000    ,  129.900    ,  22.6380    ,  19.9800    , 0.395000    ,  6.96000    ,  37.0900
   22.678240,  20.4500    , 0.227000    ,  6.51000    ,  129.200    ,  22.6797    ,  20.0200    , 0.367000    ,  6.66000    ,  61.0000
   22.720010,  20.4300    , 0.221000    ,  6.53000    ,  129.900    ,  22.7215    ,  20.0300    , 0.321000    ,  6.60000    ,  97.8500
   22.761780,  20.4500    , 0.221000    ,  6.54000    ,  128.260    ,  22.7632    ,  20.1100    , 0.291000    ,  6.58000    ,  119.820
   22.803540,  20.4400    , 0.219000    ,  6.57000    ,  127.090    ,  22.8050    ,  20.1600    , 0.261000    ,  6.56000    ,  130.200
   22.845300,  20.4400    , 0.220000    ,  6.58000    ,  129.260    ,  22.8468    ,  20.2200    , 0.243000    ,  6.55000    ,  142.210
   22.887080,  20.4300    , 0.222000    ,  6.59000    ,  128.320    ,  22.8886    ,  20.2800    , 0.231000    ,  6.53000    ,  147.190
   22.928820,  20.4400    , 0.221000    ,  6.60000    ,             ,  22.9303    ,  20.3500    , 0.220000    ,  6.53000    ,  145.660
   22.970510,  20.4300    , 0.216000    ,  6.60000    ,  127.030    ,  22.9720    ,  20.3700    , 0.215000    ,  6.53000    ,  144.380
   23.012200,  20.4200    , 0.221000    ,  6.61000    ,  127.380    ,  23.0137    ,  20.4000    , 0.203000    ,  6.56000    ,  140.270
   23.053880,  20.4100    , 0.214000    ,  6.62000    ,  126.150    ,  23.0553    ,  20.3900    , 0.200000    ,  6.61000    ,  132.480
   23.095530,  20.3900    , 0.231000    ,  6.61000    ,  125.390    ,  23.0970    ,  20.4000    , 0.210000    ,  6.70000    ,  118.540
   23.137290,  20.4000    , 0.231000    ,  6.61000    ,  126.270    ,  23.1387    ,  20.4300    , 0.220000    ,  6.84000    ,  101.540
   23.179050,  20.3800    , 0.232000    ,  6.62000    ,  125.040    ,  23.1805    ,  20.4000    , 0.222000    ,  6.97000    ,  84.5500
   23.220830,  20.3600    , 0.237000    ,  6.61000    ,  126.620    ,  23.2223    ,  20.3600    , 0.237000    ,  7.09000    ,  77.5200
   23.262620,  20.3900    , 0.231000    ,  6.60000    ,  125.390    ,  23.2641    ,  20.3400    , 0.250000    ,  7.16000    ,  65.7400
   23.304290,  20.3700    , 0.237000    ,  6.60000    ,  126.090    ,  23.3057    ,  20.2900    , 0.267000    ,  7.22000    ,  55.6100
   23.345960,  20.3900    , 0.242000    ,  6.60000    ,  125.800    ,  23.3474    ,  20.2900    , 0.289000    ,  7.26000    ,  47.2900
   23.387630,  20.3800    , 0.244000    ,  6.60000    ,  125.390    ,  23.3891    ,  20.2200    , 0.310000    ,  7.27000    ,  40.5500
   23.429400,  20.4000    , 0.250000    ,  6.59000    ,  125.630    ,  23.4308    ,  20.2000    , 0.319000    ,  7.27000    ,  33.6300
   23.471160,  20.3800    , 0.247000    ,  6.59000    ,  124.800    ,  23.4726    ,  20.1500    , 0.330000    ,  7.26000    ,  29.2400
   23.512930,  20.4000    , 0.251000    ,  6.59000    ,  124.800    ,  23.5144    ,  20.1200    , 0.338000    ,  7.25000    ,  25.3100
   23.554690,  20.4000    , 0.251000    ,  6.59000    ,  124.860    ,  23.5561    ,  20.1000    , 0.343000    ,  7.23000    ,  24.0200
   23.596470,  20.4300    , 0.241000    ,  6.59000    ,  126.090    ,  23.5979    ,  20.1700    , 0.330000    ,  7.20000    ,  28.6500
   23.638150,  20.4500    , 0.251000    ,  6.59000    ,  124.570    ,  23.6396    ,  20.1400    , 0.350000    ,  7.23000    ,  25.3700
   23.679810,  20.4200    , 0.248000    ,  6.60000    ,  124.750    ,  23.6813    ,  20.0900    , 0.350000    ,  7.20000    ,  21.9100
   23.721590,  20.4300    , 0.251000    ,  6.59000    ,  124.340    ,  23.7230    ,  20.0700    , 0.360000    ,  7.18000    ,  20.1600
   23.763340,  20.4600    , 0.251000    ,  6.60000    ,  121.880    ,  23.7648    ,  20.0500    , 0.364000    ,  7.16000    ,  18.6300
   23.805120,  20.4700    , 0.251000    ,  6.60000    ,  119.820    ,  23.8066    ,  20.0600    , 0.371000    ,  7.13000    ,  18.5700
   23.846880,  20.4300    , 0.252000    ,  6.59000    ,  119.940    ,  23.8483    ,  20.0100    , 0.371000    ,  7.00000    ,  33.6900
   23.888650,  20.4700    , 0.261000    ,  6.55000    ,  126.090    ,  23.8901    ,  20.0500    , 0.381000    ,  7.00000    ,  25.4900
   23.930430,  20.4800    , 0.261000    ,  6.48000    ,  128.200    ,  23.9319    ,  20.0800    , 0.381000    ,  6.92000    ,  30.0000
   23.972110,  20.6000    , 0.244000    ,  6.43000    ,  120.290    ,  23.9736    ,  20.2500    , 0.360000    ,  6.81000    ,  11.1900
   24.013770,  20.6900    , 0.245000    ,  6.42000    ,  119.000    ,  24.0152    ,  20.3400    , 0.372000    ,  6.75000    ,  7.62000
   24.055560,  20.7100    , 0.249000    ,  6.42000    ,  119.000    ,  24.0570    ,  20.3800    , 0.381000    ,  6.70000    ,  36.0900
   24.097310,  20.6800    , 0.271000    ,  6.40000    ,  120.290    ,  24.0988    ,  20.3400    , 0.441000    ,  6.65000    ,  127.850
   24.139070,  20.6400    , 0.294000    ,  6.38000    ,  121.640    ,  24.1405    ,  20.3600    , 0.436000    ,  6.64000    ,  174.790
   24.180830,  20.6100    , 0.321000    ,  6.35000    ,  127.030    ,  24.1823    ,  20.4200    , 0.421000    ,  6.60000    ,  193.950
   24.222630,  20.5700    , 0.331000    ,  6.36000    ,  140.620    ,  24.2241    ,  20.4700    , 0.400000    ,  6.58000    ,  202.380
   24.264320,  20.5900    , 0.331000    ,  6.34000    ,  154.860    ,  24.2658    ,  20.5400    , 0.370000    ,  6.57000    ,  207.480
   24.306000,  20.6200    , 0.321000    ,  6.35000    ,  162.890    ,  24.3074    ,  20.5900    , 0.343000    ,  6.57000    ,  209.180
   24.347670,  20.6700    , 0.301000    ,  6.38000    ,  165.700    ,  24.3491    ,  20.6600    , 0.322000    ,  6.58000    ,  209.410
   24.389440,  20.6900    , 0.292000    ,  6.39000    ,  166.460    ,  24.3909    ,  20.6800    , 0.309000    ,  6.60000    ,  210.940
   24.431220,  20.7300    , 0.280000    ,  6.42000    ,  167.700    ,  24.4327    ,  20.7400    , 0.290000    ,  6.62000    ,  212.290
   24.472970,  20.7400    , 0.271000    ,  6.43000    ,  167.750    ,  24.4744    ,  20.7300    , 0.285000    ,  6.63000    ,  212.640
   24.514760,  20.7700    , 0.260000    ,  6.45000    ,  168.220    ,  24.5162    ,  20.7700    , 0.269000    ,  6.65000    ,  213.220
   24.556450,  20.7800    , 0.251000    ,  6.46000    ,  168.280    ,  24.5579    ,  20.7800    , 0.260000    ,  6.66000    ,  214.510
   24.598100,  20.8000    , 0.242000    ,  6.47000    ,  168.110    ,  24.5996    ,  20.8000    , 0.250000    ,  6.67000    ,  215.450
   24.639870,  20.8200    , 0.237000    ,  6.48000    ,  168.160    ,  24.6413    ,  20.8300    , 0.243000    ,  6.68000    ,  216.040
   24.681640,  20.8300    , 0.222000    ,  6.49000    ,  167.870    ,  24.6831    ,  20.8400    , 0.230000    ,  6.69000    ,  216.800
   24.723410,  20.8400    , 0.218000    ,  6.50000    ,  168.280    ,  24.7249    ,  20.8600    , 0.217000    ,  6.70000    ,  216.740
   24.765200,  20.8600    , 0.214000    ,  6.51000    ,  168.160    ,  24.7667    ,  20.8800    , 0.213000    ,  6.71000    ,  217.790
   24.806860,  20.8600    , 0.211000    ,  6.52000    ,  168.160    ,  24.8083    ,  20.8700    , 0.205000    ,  6.71000    ,  218.790
   24.848650,  20.8600    , 0.214000    ,  6.52000    ,  167.400    ,  24.8501    ,  20.8700    , 0.210000    ,  6.72000    ,  219.550
   24.890410,  20.8700    , 0.211000    ,  6.52000    ,  167.580    ,  24.8919    ,  20.8800    , 0.203000    ,  6.72000    ,  219.490
   24.932180,  20.8700    , 0.201000    ,  6.53000    ,  167.170    ,  24.9336    ,  20.8900    , 0.192000    ,  6.73000    ,  219.840
   24.973940,  20.8800    , 0.195000    ,  6.53000    ,  167.050    ,  24.9754    ,  20.8900    , 0.182000    ,  6.74000    ,  221.250
   25.015730,  20.8800    , 0.196000    ,  6.53000    ,  167.990    ,  25.0172    ,  20.8900    , 0.182000    ,  6.74000    ,  221.250
   25.057420,  20.8800    , 0.192000    ,  6.55000    ,  166.880    ,  25.0589    ,  20.8800    , 0.182000    ,  6.74000    ,  221.250
   25.099090,  20.8700    , 0.191000    ,  6.55000    ,  166.170    ,  25.1005    ,  20.8900    , 0.181000    ,  6.75000    ,  221.250
   25.140840,  20.8700    , 0.191000    ,  6.55000    ,  167.050    ,  25.1423    ,  20.8900    , 0.171000    ,  6.75000    ,  221.480
   25.182620,  20.8800    , 0.190000    ,  6.56000    ,  166.930    ,  25.1841    ,  20.8900    , 0.179000    ,  6.76000    ,  221.250
   25.224380,  20.8900    , 0.191000    ,  6.57000    ,  167.750    ,  25.2258    ,  20.8900    , 0.170000    ,  6.75000    ,  221.250
   25.266160,  20.8900    , 0.190000    ,  6.57000    ,  167.340    ,  25.2676    ,  20.8800    , 0.170000    ,  6.76000    ,  222.130
   25.307850,  20.8900    , 0.191000    ,  6.58000    ,  167.870    ,  25.3093    ,  20.8900    , 0.180000    ,  6.76000    ,  221.250
   25.349530,  20.9100    , 0.184000    ,  6.59000    ,  168.280    ,  25.3510    ,  20.9100    , 0.175000    ,  6.76000    ,  221.250
   25.391280,  20.9100    , 0.181000    ,  6.59000    ,  168.220    ,  25.3927    ,  20.9100    , 0.170000    ,  6.76000    ,  221.310
   25.433060,  20.9000    , 0.181000    ,  6.60000    ,  168.520    ,  25.4345    ,  20.8800    , 0.171000    ,  6.76000    ,  221.190
   25.474810,  20.9100    , 0.181000    ,  6.60000    ,  168.570    ,  25.4763    ,  20.9000    , 0.178000    ,  6.75000    ,  221.250
   25.516600,  20.9100    , 0.173000    ,  6.61000    ,  168.570    ,  25.5181    ,  20.8900    , 0.180000    ,  6.76000    ,  219.670
   25.558280,  20.9100    , 0.171000    ,  6.62000    ,  168.110    ,  25.5598    ,  20.8900    , 0.180000    ,  6.76000    ,  219.430
   25.599950,  20.9100    , 0.161000    ,  6.63000    ,  167.340    ,  25.6014    ,  20.9000    , 0.170000    ,  6.75000    ,  218.380
   25.641710,  20.9100    , 0.161000    ,  6.63000    ,  168.340    ,  25.6432    ,  20.8800    , 0.180000    ,  6.75000    ,  218.260
   25.683470,  20.9200    , 0.158000    ,  6.64000    ,  168.400    ,  25.6849    ,  20.8800    , 0.178000    ,  6.75000    ,  217.730
   25.725230,  20.9200    , 0.152000    ,  6.64000    ,  168.340    ,  25.7267    ,  20.8900    , 0.180000    ,  6.74000    ,  217.620
   25.767010,  20.9300    , 0.150000    ,  6.66000    ,  168.520    ,  25.7685    ,  20.8900    , 0.180000    ,  6.75000    ,  216.040
   25.808700,  20.9300    , 0.150000    ,  6.66000    ,  168.110    ,  25.8102    ,  20.8900    , 0.180000    ,  6.74000    ,  215.980
   25.850370,  20.9200    , 0.150000    ,  6.66000    ,  167.810    ,  25.8518    ,  20.8700    , 0.180000    ,  6.74000    ,  214.800
   25.892050,  20.9300    , 0.150000    ,  6.67000    ,  167.640    ,  25.8935    ,  20.8700    , 0.180000    ,  6.73000    ,  214.450
   25.933820,  20.9300    , 0.140000    ,  6.67000    ,  167.580    ,  25.9353    ,  20.8800    , 0.180000    ,  6.73000    ,  212.580
   25.975580,  20.9200    , 0.149000    ,  6.67000    ,  167.640    ,  25.9770    ,  20.8600    , 0.189000    ,  6.73000    ,  212.460
   26.017340,  20.9300    , 0.150000    ,  6.68000    ,  167.170    ,  26.0188    ,  20.8500    , 0.192000    ,  6.72000    ,  210.940
   26.059120,  20.9200    , 0.140000    ,  6.67000    ,  166.580    ,  26.0606    ,  20.8400    , 0.190000    ,  6.71000    ,  209.470
   26.100800,  20.9300    , 0.146000    ,  6.67000    ,  166.520    ,  26.1023    ,  20.8500    , 0.196000    ,  6.71000    ,  209.120
   26.142470,  20.9300    , 0.144000    ,  6.68000    ,  166.230    ,  26.1439    ,  20.8500    , 0.196000    ,  6.71000    ,  209.060
   26.184240,  20.9500    , 0.147000    ,  6.67000    ,  165.640    ,  26.1857    ,  20.8500    , 0.203000    ,  6.71000    ,  207.360
   26.226000,  20.9400    , 0.130000    ,  6.68000    ,  165.760    ,  26.2274    ,  20.8400    , 0.200000    ,  6.70000    ,  205.660
   26.267750,  20.9400    , 0.133000    ,  6.68000    ,  165.470    ,  26.2692    ,  20.8300    , 0.202000    ,  6.70000    ,  205.660
   26.309510,  20.9400    , 0.140000    ,  6.69000    ,  165.230    ,  26.3110    ,  20.8400    , 0.210000    ,  6.69000    ,  205.610
   26.351270,  20.9400    , 0.134000    ,  6.68000    ,  165.760    ,  26.3527    ,  20.8300    , 0.210000    ,  6.69000    ,  203.910
   26.393040,  20.9500    , 0.139000    ,  6.68000    ,  165.000    ,  26.3945    ,  20.8200    , 0.209000    ,  6.67000    ,  203.730
   26.434730,  20.9300    , 0.144000    ,  6.68000    ,  164.650    ,  26.4362    ,  20.8100    , 0.214000    ,  6.67000    ,  202.210
   26.476410,  20.9200    , 0.140000    ,  6.67000    ,  165.000    ,  26.4779    ,  20.7900    , 0.221000    ,  6.67000    ,  201.090
   26.518180,  20.9300    , 0.142000    ,  6.67000    ,  165.530    ,  26.5196    ,  20.7900    , 0.220000    ,  6.66000    ,  200.510
   26.559940,  20.9300    , 0.142000    ,  6.67000    ,  165.590    ,  26.5614    ,  20.7900    , 0.230000    ,  6.65000    ,  200.510
   26.601700,  20.9200    , 0.151000    ,  6.66000    ,  165.060    ,  26.6032    ,  20.7900    , 0.240000    ,  6.64000    ,  198.750
   26.643470,  20.9100    , 0.147000    ,  6.66000    ,  165.060    ,  26.6449    ,  20.7600    , 0.240000    ,  6.63000    ,  198.750
   26.685250,  20.9000    , 0.150000    ,  6.65000    ,  164.530    ,  26.6867    ,  20.7500    , 0.240000    ,  6.62000    ,  196.820
   26.726940,  20.9100    , 0.150000    ,  6.64000    ,  164.180    ,  26.7284    ,  20.7500    , 0.251000    ,  6.61000    ,  195.470
   26.768610,  20.9100    , 0.154000    ,  6.63000    ,  163.830    ,  26.7701    ,  20.7500    , 0.254000    ,  6.60000    ,  193.590
   26.810380,  20.9100    , 0.157000    ,  6.63000    ,  163.300    ,  26.8118    ,  20.7400    , 0.260000    ,  6.60000    ,  193.590
   26.852140,  20.9000    , 0.161000    ,  6.62000    ,  162.950    ,  26.8536    ,  20.7300    , 0.263000    ,  6.58000    ,  191.890
   26.893910,  20.8900    , 0.160000    ,  6.61000    ,  163.010    ,  26.8954    ,  20.7100    , 0.269000    ,  6.57000    ,  191.840
   26.935660,  20.9000    , 0.161000    ,  6.60000    ,  162.480    ,  26.9371    ,  20.7100    , 0.276000    ,  6.57000    ,  195.290
   26.977440,  20.8900    , 0.166000    ,  6.60000    ,  162.010    ,  26.9789    ,  20.7200    , 0.282000    ,  6.60000    ,  207.360
   27.019110,  20.8900    , 0.171000    ,  6.59000    ,  161.540    ,  27.0206    ,  20.7500    , 0.280000    ,  6.62000    ,  210.880
   27.060880,  20.8800    , 0.169000    ,  6.58000    ,  161.310    ,  27.0623    ,  20.7500    , 0.268000    ,  6.62000    ,  212.870
   27.102640,  20.8700    , 0.168000    ,  6.58000    ,  161.020    ,  27.1041    ,  20.7600    , 0.261000    ,  6.62000    ,  212.580
   27.144400,  20.8800    , 0.174000    ,  6.57000    ,  161.250    ,  27.1458    ,  20.7700    , 0.258000    ,  6.62000    ,  212.870
   27.186160,  20.8800    , 0.172000    ,  6.57000    ,  161.190    ,  27.1876    ,  20.7900    , 0.260000    ,  6.62000    ,  212.580
   27.227930,  20.8700    , 0.174000    ,  6.56000    ,  161.250    ,  27.2294    ,  20.7900    , 0.264000    ,  6.61000    ,  212.580
   27.269620,  20.8700    , 0.177000    ,  6.56000    ,  160.490    ,  27.2711    ,  20.7900    , 0.270000    ,  6.61000    ,  211.700
   27.311280,  20.8600    , 0.173000    ,  6.55000    ,  159.670    ,  27.3127    ,  20.8000    , 0.272000    ,  6.60000    ,  210.820
   27.353060,  20.8600    , 0.186000    ,  6.54000    ,  159.490    ,  27.3545    ,  20.7900    , 0.275000    ,  6.60000    ,  210.820
   27.394810,  20.8500    , 0.182000    ,  6.54000    ,  159.320    ,  27.3963    ,  20.7900    , 0.271000    ,  6.59000    ,  210.820
   27.436570,  20.8500    , 0.197000    ,  6.54000    ,  159.200    ,  27.4380    ,  20.8000    , 0.280000    ,  6.59000    ,  210.820
